Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric_Admissions,Sex_x,Value_Admissions,Metric_Fatalities,Value_Fatalities,"Tobacco Price
Index","Retail Prices
Index",Tobacco Price Index Relative to Retail Price Index,Real Households' Disposable Income,Affordability of Tobacco Index,Household Expenditure on Tobacco,Household Expenditure Total,Expenditure on Tobacco as a Percentage of Expenditure,All Pharmacotherapy Prescriptions,Nicotine Replacement Therapy (NRT) Prescriptions,Bupropion (Zyban) Prescriptions,Varenicline (Champix) Prescriptions,Net Ingredient Cost of All Pharmacotherapies,Net Ingredient Cost of Nicotine Replacement Therapies (NRT),Net Ingredient Cost of Bupropion (Zyban),Net Ingredient Cost of Varenicline (Champix),16 and Over,16-24,25-34,35-49,50-59,60 and Over
2014,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Both,15426,Number of observed deaths,3559,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Both,15426,Number of observed deaths,3559,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Both,15426,Attributable number,800,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Both,15426,Attributable number,800,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Both,15426,Attributable number,800,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Both,3700,Number of observed deaths,3559,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Both,3700,Number of observed deaths,3559,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Both,3700,Number of observed deaths,3559,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Both,3700,Attributable number,800,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Both,3700,Attributable number,800,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Both,3700,Attributable number,800,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Both,19125,Number of observed deaths,3598,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Both,19125,Number of observed deaths,3598,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Both,19125,Number of observed deaths,3598,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Both,19125,Attributable number,700,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Both,19125,Attributable number,700,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Both,19125,Attributable number,700,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Both,3900,Number of observed deaths,3598,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Both,3900,Number of observed deaths,3598,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Both,3900,Number of observed deaths,3598,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Both,3900,Attributable number,700,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Both,3900,Attributable number,700,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Both,3900,Attributable number,700,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Both,26790,Number of observed deaths,7417,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Both,26790,Number of observed deaths,7417,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Both,26790,Number of observed deaths,7417,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Both,26790,Attributable number,1700,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Both,26790,Attributable number,1700,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Both,26790,Attributable number,1700,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Both,6100,Number of observed deaths,7417,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Both,6100,Number of observed deaths,7417,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Both,6100,Number of observed deaths,7417,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Both,6100,Attributable number,1700,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Both,6100,Attributable number,1700,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Both,6100,Attributable number,1700,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Both,8245,Number of observed deaths,8432,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Both,8245,Number of observed deaths,8432,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Both,8245,Number of observed deaths,8432,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Both,8245,Attributable number,3000,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Both,8245,Attributable number,3000,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Both,8245,Attributable number,3000,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Both,2800,Number of observed deaths,8432,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Both,2800,Number of observed deaths,8432,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Both,2800,Number of observed deaths,8432,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Both,2800,Attributable number,3000,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Both,2800,Attributable number,3000,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Both,2800,Attributable number,3000,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Both,43135,Number of observed deaths,2253,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Both,43135,Number of observed deaths,2253,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Both,43135,Number of observed deaths,2253,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Both,43135,Attributable number,400,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Both,43135,Attributable number,400,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Both,43135,Attributable number,400,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Both,7000,Number of observed deaths,2253,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Both,7000,Number of observed deaths,2253,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Both,7000,Number of observed deaths,2253,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Both,7000,Attributable number,400,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Both,7000,Attributable number,400,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Both,7000,Attributable number,400,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Both,5880,Number of observed deaths,1189,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Both,5880,Number of observed deaths,1189,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Both,5880,Number of observed deaths,1189,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Both,5880,Attributable number,1000,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Both,5880,Attributable number,1000,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Both,5880,Attributable number,1000,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Both,5000,Number of observed deaths,1189,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Both,5000,Number of observed deaths,1189,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Both,5000,Number of observed deaths,1189,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Both,5000,Attributable number,1000,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Both,5000,Attributable number,1000,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Both,5000,Attributable number,1000,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Both,121947,Number of observed deaths,23439,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Both,121947,Number of observed deaths,23439,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
2014,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Both,121947,Number of observed deaths,23439,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,17,21,22,20,18,11
2014,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Both,121947,Attributable number,18000,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,19,23,24,21,19,11
2014,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Both,121947,Attributable number,18000,1226,383,320.1,190,59.4,19411,1118992,1.7,1348,766,21,561,38145,18208,807,19129,20,25,26,22,20,12
